strong,lemma,translit,gloss
G2030,ἐπόπτης,ep-op'-tace,eye-witness
G2031,ἔπος,ep'-os,X say
G2032,ἐπουράνιος,ep-oo-ran'-ee-os,"celestial, (in) heaven(-ly), high"
G2033,ἑπτά,hep-tah',seven
G2034,ἑπτάκις,hep-tak-is',seven times
G2035,ἑπτακισχίλιοι,hep-tak-is-khil'-ee-oy,seven thousand
G2036,ἔπω,ep'-o,"answer, bid, bring word, call, command, grant, say (on), speak, tell"
G2037,Ἔραστος,er'-as-tos,Erastus
G2038,ἐργάζομαι,er-gad'-zom-ahee,"commit, do, labor for, minister about, trade (by), work"
G2039,ἐργασία,er-gas-ee'-ah,"craft, diligence, gain, work"
G2040,ἐργάτης,er-gat'-ace,"labourer, worker(-men)"
G2041,ἔργον,er'-gon,"deed, doing, labour, work"
G2042,ἐρεθίζω,er-eth-id'-zo,provoke
G2043,ἐρείδω,er-i'-do,stick fast
G2044,ἐρεύγομαι,er-yoog'-om-ahee,utter
G2045,ἐρευνάω,er-yoo-nah'-o,search
G2046,ἐρέω,er-eh'-o,"call, say, speak (of), tell"
G2047,ἐρημία,er-ay-mee'-ah,"desert, wilderness"
G2048,ἔρημος,er'-ay-mos,"desert, desolate, solitary, wilderness"
G2049,ἐρημόω,er-ay-mo'-o,"(bring to, make) desolate(-ion), come to nought"
G2050,ἐρήμωσις,er-ay'-mo-sis,desolation
G2051,ἐρίζω,er-id'-zo,strive
G2052,ἐριθεία,er-ith-i'-ah,"contention(-ious), strife"
G2053,ἔριον,er'-ee-on,wool
G2054,ἔρις,er'-is,"contention, debate, strife, variance"
G2055,ἐρίφιον,er-if'-ee-on,goat
G2056,ἔριφος,er'-if-os,"goat, kid"
G2057,Ἑρμᾶς,her-mas',Hermas
G2058,ἑρμηνεία,her-may-ni'-ah,interpretation
G2059,ἑρμηνεύω,her-mayn-yoo'-o,interpret
G2060,Ἑρμῆς,her-mace',"Hermes, Mercury"
G2061,Ἑρμογένης,her-mog-en'-ace,Hermogenes
G2062,ἑρπετόν,her-pet-on',"creeping thing, serpent"
G2063,ἐρυθρός,er-oo-thros',red
G2064,ἔρχομαι,er'-khom-ahee,"accompany, appear, bring, come, enter, fall out, go, grow, X light, X next, pass, resort, be set"
G2065,ἐρωτάω,er-o-tah'-o,"ask, beseech, desire, intreat, pray"
G2066,ἐσθής,es-thace',"apparel, clothing, raiment, robe"
G2067,ἔσθησις,es'-thay-sis,government
G2068,ἐσθίω,es-thee'-o,"devour, eat, live"
G2069,Ἐσλί,es-lee',Esli
G2070,ἐσμέν,es-men',"are, be, have our being, X have hope, + (the gospel) was (preached unto) us"
G2071,ἔσομαι,es'-om-ahee,"shall (should) be (have), (shall) come (to pass), X may have, X fall, what would follow, X live long, X sojourn"
G2072,ἔσοπτρον,es'-op-tron,glass
G2073,ἑσπέρα,hes-per'-ah,evening(-tide)
G2074,Ἐσρώμ,es-rome,Esrom
G2075,ἐστέ,es-teh',"be, have been, belong"
G2076,ἐστί,es-tee',"are, be(-long), call, X can(-not), come, consisteth, X dure for a while, + follow, X have, (that) is (to say), make, meaneth, X must needs, + profit, + remaineth, + wrestle"
G2077,ἔστω,es'-to,be
G2078,ἔσχατος,es'-khat-os,"ends of, last, latter end, lowest, uttermost"
G2079,ἐσχάτως,es-khat'-oce,point of death
G2080,ἔσω,es'-o,"(with-)in(-ner, -to, -ward)"
G2081,ἔσωθεν,es'-o-then,"inward(-ly), (from) within, without"
G2082,ἐσώτερος,es-o'-ter-os,"inner, within"
G2083,ἑταῖρος,het-ah'-ee-ros,"fellow, friend"
G2084,ἑτερόγλωσσος,het-er-og'-loce-sos,man of other tongue
G2085,ἑτεροδιδασκαλέω,het-er-od-id-as-kal-eh'-o,teach other doctrine(-wise)
G2086,ἑτεροζυγέω,het-er-od-zoog-eh'-o,unequally yoke together with
G2087,ἕτερος,het'-er-os,"altered, else, next (day), one, (an-)other, some, strange"
G2088,ἑτέρως,het-er'-oce,otherwise
G2089,ἔτι,et'-ee,"after that, also, ever, (any) further, (t-)henceforth (more), hereafter, (any) longer, (any) more(-one), now, still, yet"
G2090,ἑτοιμάζω,het-oy-mad'-zo,"prepare, provide, make ready"
G2091,ἑτοιμασία,het-oy-mas-ee'-ah,preparation
G2092,ἕτοιμος,het-oy'-mos,"prepared, (made) ready(-iness, to our hand)"
G2093,ἑτοίμως,het'-oy-moce,ready
G2094,ἔτος,et'-os,year
G2095,εὖ,yoo,"good, well (done)"
G2096,Εὖα,yoo'-ah,Eve
G2097,εὐαγγελίζω,yoo-ang-ghel-id'-zo,"declare, bring (declare, show) glad (good) tidings, preach (the gospel)"
G2098,εὐαγγέλιον,yoo-ang-ghel'-ee-on,gospel
G2099,εὐαγγελιστής,yoo-ang-ghel-is-tace',evangelist
G2100,εὐαρεστέω,yoo-ar-es-teh'-o,please (well)
G2101,εὐάρεστος,yoo-ar'-es-tos,"acceptable(-ted), wellpleasing"
G2102,εὐαρέστως,yoo-ar-es'-toce,"acceptably, + please well"
G2103,Εὔβουλος,yoo'-boo-los,Eubulus
G2104,εὐγενής,yoog-en'-ace,"more noble, nobleman"
G2105,εὐδία,yoo-dee'-ah,fair weather
G2106,εὐδοκέω,yoo-dok-eh'-o,"think good, (be well) please(-d), be the good (have, take) pleasure, be willing"
G2107,εὐδοκία,yoo-dok-ee'-ah,"desire, good pleasure (will), X seem good"
G2108,εὐεργεσία,yoo-erg-es-ee'-ah,"benefit, good deed done"
G2109,εὐεργετέω,yoo-erg-et-eh'-o,do good
G2110,εὐεργέτης,yoo-erg-et'-ace,benefactor
G2111,εὔθετος,yoo'-thet-os,"fit, meet"
G2112,εὐθέως,yoo-theh'-oce,"anon, as soon as, forthwith, immediately, shortly, straightway"
G2113,εὐθυδρομέω,yoo-thoo-drom-eh'-o,(come) with a straight course
G2114,εὐθυμέω,yoo-thoo-meh'-o,be of good cheer (merry)
G2115,εὔθυμος,yoo'-thoo-mos,"of good cheer, the more cheerfully"
G2116,εὐθύνω,yoo-thoo'-no,"governor, make straight"
G2117,εὐθύς,yoo-thoos',"anon, by and by, forthwith, immediately, straightway"
G2118,εὐθύτης,yoo-thoo'-tace,righteousness
G2119,εὐκαιρέω,yoo-kahee-reh'-o,"have leisure (convenient time), spend time"
G2120,εὐκαιρία,yoo-kahee-ree'-ah,opportunity
G2121,εὔκαιρος,yoo'-kahee-ros,"convenient, in time of need"
G2122,εὐκαίρως,yoo-kah'-ee-roce,"conveniently, in season"
G2123,εὐκοπώτερος,yoo-kop-o'-ter-os,easier
G2124,εὐλάβεια,yoo-lab'-i-ah,fear(-ed)
G2125,εὐλαβέομαι,yoo-lab-eh'-om-ahee,(moved with) fear
G2126,εὐλαβής,yoo-lab-ace',devout
G2127,εὐλογέω,yoo-log-eh'-o,"bless, praise"
G2128,εὐλογητός,yoo-log-ay-tos',blessed
G2129,εὐλογία,yoo-log-ee'-ah,"blessing (a matter of) bounty (X -tifully), fair speech"
G2130,εὐμετάδοτος,yoo-met-ad'-ot-os,ready to distribute
G2131,Εὐνίκη,yoo-nee'-kay,Eunice
G2132,εὐνοέω,yoo-no-eh'-o,agree
G2133,εὔνοια,yoo'-noy-ah,"benevolence, good will"
G2134,εὐνουχίζω,yoo-noo-khid'-zo,make…eunuch
G2135,εὐνοῦχος,yoo-noo'-khos,eunuch
G2136,Εὐοδία,yoo-od-ee'-ah,Euodias
G2137,εὐοδόω,yoo-od-o'-o,(have a) prosper(-ous journey)
G2138,εὐπειθής,yoo-pi-thace',easy to be intreated
G2139,εὐπερίστατος,yoo-per-is'-tat-os,which doth so easily beset
G2140,εὐποιΐα,yoo-poy-ee'-ah,to do good
G2141,εὐπορέω,yoo-por-eh'-o,ability
G2142,εὐπορία,yoo-por-ee'-ah,wealth
G2143,εὐπρέπεια,yoo-prep'-i-ah,grace
G2144,εὐπρόσδεκτος,yoo-pros'-dek-tos,acceptable(-ted)
G2145,εὐπρόσεδρος,yoo-pros'-ed-ros,X attend upon
G2146,εὐπροσωπέω,yoo-pros-o-peh'-o,make a fair show
G2147,εὑρίσκω,hyoo-ris'-ko,"find, get, obtain, perceive, see"
G2148,Εὐροκλύδων,yoo-rok-loo'-dohn,Euroklydon
G2149,εὐρύχωρος,yoo-roo'-kho-ros,broad
G2150,εὐσέβεια,yoo-seb'-i-ah,"godliness, holiness"
G2151,εὐσεβέω,yoo-seb-eh'-o,"show piety, worship"
G2152,εὐσεβής,yoo-seb-ace',"devout, godly"
G2153,εὐσεβῶς,yoo-seb-oce',godly
G2154,εὔσημος,yoo'-say-mos,easy to be understood
G2155,εὔσπλαγχνος,yoo'-splangkh-nos,"pitiful, tender-hearted"
G2156,εὐσχημόνως,yoo-skhay-mon'-ose,"decently, honestly"
G2157,εὐσχημοσύνη,yoo-skhay-mos-oo'-nay,comeliness
G2158,εὐσχήμων,yoo-skhay'-mone,"comely, honourable"
G2159,εὐτόνως,yoo-ton'-oce,"mightily, vehemently"
G2160,εὐτραπελία,yoo-trap-el-ee'-ah,jesting
G2161,Εὔτυχος,yoo'-too-khos,Eutychus
G2162,εὐφημία,yoo-fay-mee'-ah,good report
G2163,εὔφημος,yoo'-fay-mos,of good report
G2164,εὐφορέω,yoo-for-eh'-o,bring forth abundantly
G2165,εὐφραίνω,yoo-frah'-ee-no,"fare, make glad, be (make) merry, rejoice"
G2166,Εὐφράτης,yoo-frat'-ace,Euphrates
G2167,εὐφροσύνη,yoo-fros-oo'-nay,"gladness, joy"
G2168,εὐχαριστέω,yoo-khar-is-teh'-o,"(give) thank(-ful, -s)"
G2169,εὐχαριστία,yoo-khar-is-tee'-ah,"thankfulness, (giving of) thanks(-giving)"
G2170,εὐχάριστος,yoo-khar'-is-tos,thankful
G2171,εὐχή,yoo-khay',"prayer, vow"
G2172,εὔχομαι,yoo'-khom-ahee,"pray, will, wish"
G2173,εὔχρηστος,yoo'-khrays-tos,"profitable, meet for use"
G2174,εὐψυχέω,yoo-psoo-kheh'-o,be of good comfort
G2175,εὐωδία,yoo-o-dee'-ah,"sweet savour (smell, -smelling)"
G2176,εὐώνυμος,yoo-o'-noo-mos,(on the) left
G2177,ἐφάλλομαι,ef-al'-lom-ahee,leap on
G2178,ἐφάπαξ,ef-ap'-ax,(at) once (for all)
G2179,Ἐφεσῖνος,ef-es-ee'-nos,of Ephesus
G2180,Ἐφέσιος,ef-es'-ee-os,"Ephesian, of Ephesus"
G2181,Ἔφεσος,ef'-es-os,Ephesus
G2182,ἐφευρετής,ef-yoo-ret'-ace,inventor
G2183,ἐφημερία,ef-ay-mer-ee'-ah,course
G2184,ἐφήμερος,ef-ay'-mer-os,daily
G2185,ἐφικνέομαι,ef-ik-neh'-om-ahee,reach
G2186,ἐφίστημι,ef-is'-tay-mee,"to stand upon, i"
G2187,Ἐφραίμ,ef-rah-im',Ephraim
G2188,ἐφφαθά,ef-fath-ah',Ephphatha
G2189,ἔχθρα,ekh'-thrah,"enmity, hatred"
G2190,ἐχθρός,ech-thros',"enemy, foe"
G2191,ἔχιδνα,ekh'-id-nah,viper
G2192,ἔχω,ekh'-o,"be (able, X hold, possessed with), accompany, + begin to amend, can(+ -not), X conceive, count, diseased, do + eat, + enjoy, + fear, following, have, hold, keep, + lack, + go to law, lie, + must needs, + of necessity, + need, next, + recover, + reign, + rest, + return, X sick, take for, + tremble, + uncircumcised, use"
G2193,ἕως,heh'-oce,"even (until, unto), (as) far (as), how long, (un-)til(-l), (hither-, un-, up) to, while(-s)"
G2194,Ζαβουλών,dzab-oo-lone',Zabulon
G2195,Ζακχαῖος,dzak-chah'-ee-yos,Zacchæus
G2196,Ζαρά,dzar-ah',Zara
G2197,Ζαχαρίας,dzakh-ar-ee'-as,Zacharias
G2198,ζάω,dzah'-o,"life(-time), (a-)live(-ly), quick"
G2199,Ζεβεδαῖος,dzeb-ed-ah'-yos,Zebedee
G2200,ζεστός,dzes-tos',hot
G2201,ζεῦγος,dzyoo'-gos,"yoke, pair"
G2202,ζευκτηρία,dzook-tay-ree'-ah,band
G2203,Ζεύς,dzyooce,Jupiter
G2204,ζέω,dzeh'-o,be fervent
G2205,ζῆλος,dzay'-los,"emulation, envy(-ing), fervent mind, indignation, jealousy, zeal"
G2206,ζηλόω,dzay-lo'-o,"affect, covet (earnestly), (have) desire, (move with) envy, be jealous over, (be) zealous(-ly affect)"
G2207,ζηλωτής,dzay-lo-tace',zealous
G2208,Ζηλωτής,dzay-lo-tace',Zelotes
G2209,ζημία,dzay-mee'-ah,"damage, loss"
G2210,ζημιόω,dzay-mee-o'-o,"be cast away, receive damage, lose, suffer loss"
G2211,Ζηνᾶς,dzay-nas',Zenas
G2212,ζητέω,dzay-teh'-o,"be (go) about, desire, endeavour, enquire (for), require, (X will) seek (after, for, means)"
G2213,ζήτημα,dzay'-tay-mah,question
G2214,ζήτησις,dzay'-tay-sis,question
G2215,ζιζάνιον,dziz-an'-ee-on,tares
G2216,Ζοροβάβελ,dzor-ob-ab'-el,Zorobabel
G2217,ζόφος,dzof'-os,"blackness, darkness, mist"
G2218,ζυγός,dzoo-gos',"pair of balances, yoke"
G2219,ζύμη,dzoo'-may,leaven
G2220,ζυμόω,dzoo-mo'-o,leaven
G2221,ζωγρέω,dzogue-reh'-o,"take captive, catch"
G2222,ζωή,dzo-ay',life(-time)
G2223,ζώνη,dzo'-nay,"girdle, purse"
G2224,ζώννυμι,dzone'-noo-mi,gird
G2225,ζωογονέω,dzo-og-on-eh'-o,"live, preserve"
G2226,ζῶον,dzo'-on,beast
G2227,ζωοποιέω,dzo-op-oy-eh'-o,"make alive, give life, quicken"
G2228,ἤ,ay,"and, but (either), (n-)either, except it be, (n-)or (else), rather, save, than, that, what, yea"
G2229,ἦ,ay,surely
G2230,ἡγεμονεύω,hayg-em-on-yoo'-o,be governor
G2231,ἡγεμονία,hayg-em-on-ee'-ah,reign
G2232,ἡγεμών,hayg-em-ohn',"governor, prince, ruler"
G2233,ἡγέομαι,hayg-eh'-om-ahee,"account, (be) chief, count, esteem, governor, judge, have the rule over, suppose, think"
G2234,ἡδέως,hay-deh'-oce,gladly
G2235,ἤδη,ay'-day,"already, (even) now (already), by this time"
G2236,ἥδιστα,hay'-dis-tah,most (very) gladly
G2237,ἡδονή,hay-don-ay',"lust, pleasure"
G2238,ἡδύοσμον,hay-doo'-os-mon,mint
G2239,ἦθος,ay'-thos,manners
G2240,ἥκω,hay'-ko,come
G2241,ἠλί,ay-lee',Eli
G2242,Ἡλί,hay-lee',Heli
G2243,Ἡλίας,hay-lee'-as,Elias
G2244,ἡλικία,hay-lik-ee'-ah,"age, stature"
G2245,ἡλίκος,hay-lee'-kos,how (what) great
G2246,ἥλιος,hay'-lee-os,"+ east, sun"
G2247,ἧλος,hay'-los,nail
G2248,ἡμᾶς,hay-mas',"our, us, we"
G2249,ἡμεῖς,hay-mice',"us, we (ourselves)"
G2250,ἡμέρα,hay-mer'-ah,"age, + alway, (mid-)day (by day, (-ly)), + for ever, judgment, (day) time, while, years"
G2251,ἡμέτερος,hay-met'-er-os,"our, your (by a different reading)"
G2252,ἤμην,ay'-mane,"be, was"
G2253,ἡμιθανής,hay-mee-than-ace',half dead
G2254,ἡμῖν,hay-meen',"our, (for) us, we"
G2255,ἥμισυ,hay'-mee-soo,half
G2256,ἡμιώριον,hay-mee-o'-ree-on,half an hour
G2257,ἡμῶν,hay-mone',"our (company), us, we"
G2258,ἦν,ane,"+ agree, be, X have (+ charge of), hold, use, was(-t), were"
G2259,ἡνίκα,hay-nee'-kah,when
G2260,ἤπερ,ay'-per,than
G2261,ἤπιος,ay'-pee-os,gentle
G2262,Ἤρ,ayr,Er
G2263,ἤρεμος,ay'-rem-os,quiet
G2264,Ἡρώδης,hay-ro'-dace,Herod
G2265,Ἡρωδιανοί,hay-ro-dee-an-oy',Herodians
G2266,Ἡρωδιάς,hay-ro-dee-as',Herodias
G2267,Ἡρωδίων,hay-ro-dee'-ohn,Herodion
G2268,Ἡσαΐας,hay-sah-ee'-as,Esaias
G2269,Ἠσαῦ,ay-sow',Esau
G2270,ἡσυχάζω,hay-soo-khad'-zo,"cease, hold peace, be quiet, rest"
G2271,ἡσυχία,hay-soo-khee'-ah,"quietness, silence"
G2272,ἡσύχιος,hay-soo'-khee-os,"peaceable, quiet"
G2273,ἤτοι,ay'-toy,whether
G2274,ἡττάω,hayt-tah'-o,"be inferior, overcome"
G2275,ἥττημα,hayt'-tay-mah,"diminishing, fault"
G2276,ἥττον,hate'-ton,"less, worse"
G2277,ἤτω,ay'-to,let … be
G2278,ἠχέω,ay-kheh'-o,"roar, sound"
G2279,ἦχος,ay'-khos,"fame, sound"
G2280,Θαδδαῖος,thad-dah'-yos,Thaddæus
G2281,θάλασσα,thal'-as-sah,sea
G2282,θάλπω,thal'-po,cherish
G2283,Θάμαρ,tham'-ar,Thamar
G2284,θαμβέω,tham-beh'-o,"amaze, astonish"
G2285,θάμβος,tham'-bos,"X amazed, + astonished, wonder"
G2286,θανάσιμος,than-as'-ee-mos,deadly
G2287,θανατήφορος,than-at-ay'-for-os,deadly
G2288,θάνατος,than'-at-os,"X deadly, (be…) death"
G2289,θανατόω,than-at-o'-o,"become dead, (cause to be) put to death, kill, mortify"
G2290,θάπτω,thap'-to,bury
G2291,Θάρα,thar'-ah,Thara
G2292,θαῤῥέω,thar-hreh'-o,"be bold, X boldly, have confidence, be confident"
G2293,θαρσέω,thar-seh'-o,be of good cheer (comfort)
G2294,θάρσος,thar'-sos,courage
G2295,θαῦμα,thos'-mah,admiration
G2296,θαυμάζω,thou-mad'-zo,"admire, have in admiration, marvel, wonder"
G2297,θαυμάσιος,thow-mas'-ee-os,wonderful thing
G2298,θαυμαστός,thow-mas-tos',marvel(-lous)
G2299,θεά,theh-ah',goddess
G2300,θεάομαι,theh-ah'-om-ahee,"behold, look (upon), see"
G2301,θεατρίζω,theh-at-rid'-zo,make a gazing stock
G2302,θέατρον,theh'-at-ron,"spectacle, theatre"
G2303,θεῖον,thi'-on,brimstone
G2304,θεῖος,thi'-os,"divine, godhead"
G2305,θειότης,thi-ot'-ace,godhead
G2306,θειώδης,thi-o'-dace,brimstone
G2307,θέλημα,thel'-ay-mah,"desire, pleasure, will"
G2308,θέλησις,thel'-ay-sis,will
G2309,θέλω,thel'-o,"desire, be disposed (forward), intend, list, love, mean, please, have rather, (be) will (have, -ling, - ling(-ly))"
G2310,θεμέλιος,them-el'-ee-os,foundation
G2311,θεμελιόω,them-el-ee-o'-o,"(lay the) found(- ation), ground, settle"
G2312,θεοδίδακτος,theh-od-id'-ak-tos,taught of God
G2313,θεομαχέω,theh-o-makh-eh'-o,fight against God
G2314,θεομάχος,theh-om'-akh-os,to fight against God
G2315,θεόπνευστος,theh-op'-nyoo-stos,given by inspiration of God
G2316,θεός,theh'-os,"X exceeding, God, god(-ly, -ward)"
G2317,θεοσέβεια,theh-os-eb'-i-ah,godliness
G2318,θεοσεβής,theh-os-eb-ace',worshipper of God
G2319,θεοστυγής,theh-os-too-gace',hater of God
G2320,θεότης,theh-ot'-ace,godhead
G2321,Θεόφιλος,theh-of'-il-os,Theophilus
G2322,θεραπεία,ther-ap-i'-ah,"healing, household"
G2323,θεραπεύω,ther-ap-yoo'-o,"cure, heal, worship"
G2324,θεράπων,ther-ap'-ohn,servant
G2325,θερίζω,ther-id'-zo,reap
G2326,θερισμός,ther-is-mos',harvest
G2327,θεριστής,ther-is-tace',reaper
G2328,θερμαίνω,ther-mah'-ee-no,"(be) warm(-ed, self)"
G2329,θέρμη,ther'-may,heat
G2330,θέρος,ther'-os,summer
G2331,Θεσσαλονικεύς,thes-sal-on-ik-yoos',Thessalonian
G2332,Θεσσαλονίκη,thes-sal-on-ee'-kay,Thessalonica
G2333,Θευδᾶς,thyoo-das',Theudas
G2334,θεωρέω,theh-o-reh'-o,"behold, consider, look on, perceive, see"
G2335,θεωρία,theh-o-ree'-ah,sight
G2336,θήκη,thay'-kay,sheath
G2337,θηλάζω,thay-lad'-zo,(give) suck(-ling)
G2338,θῆλυς,thay'-loos,"female, woman"
G2339,θήρα,thay'-rah,trap
G2340,θηρεύω,thay-ryoo'-o,catch
G2341,θηριομαχέω,thay-ree-om-akh-eh'-o,fight with wild beasts
G2342,θηρίον,thay-ree'-on,"(venomous, wild) beast"
G2343,θησαυρίζω,thay-sow-rid'-zo,"lay up (treasure), (keep) in store, (heap) treasure (together, up)"
G2344,θησαυρός,thay-sow-ros',treasure
G2345,θιγγάνω,thing-gan'-o,"handle, touch"
G2346,θλίβω,thlee'-bo,"afflict, narrow, throng, suffer tribulation, trouble"
G2347,θλῖψις,thlip'-sis,"afflicted(-tion), anguish, burdened, persecution, tribulation, trouble"
G2348,θνήσκω,thnay'-sko,"be dead, die"
G2349,θνητός,thnay-tos',mortal(-ity)
G2350,θορυβέω,thor-oo-beh'-o,"make ado (a noise), trouble self, set on an uproar"
G2351,θόρυβος,thor'-oo-bos,"tumult, uproar"
G2352,θραύω,throw'-o,bruise
G2353,θρέμμα,threm'-mah,cattle
G2354,θρηνέω,thray-neh'-o,"lament, mourn"
G2355,θρῆνος,thray'-nos,lamentation
G2356,θρησκεία,thrace-ki'-ah,"religion, worshipping"
G2357,θρησκός,thrace'-kos,religious
G2358,θριαμβεύω,three-am-byoo'-o,(cause) to triumph (over)
G2359,θρίξ,threeks,hair
G2360,θροέω,thro-eh'-o,trouble
G2361,θρόμβος,throm'-bos,great drop
G2362,θρόνος,thron'-os,"seat, throne"
G2363,Θυάτειρα,thoo-at'-i-rah,Thyatira
G2364,θυγάτηρ,thoo-gat'-air,daughter
G2365,θυγάτριον,thoo-gat'-ree-on,little (young) daughter
G2366,θύελλα,thoo'-el-lah,tempest
G2367,θύϊνος,thoo'-ee-nos,thyine
G2368,θυμίαμα,thoo-mee'-am-ah,"incense, odour"
G2369,θυμιαστήριον,thoo-mee-as-tay'-ree-on,censer
G2370,θυμιάω,thoo-mee-ah'-o,burn incense
G2371,θυμομαχέω,thoo-mom-akh-eh'-o,be highly displeased
G2372,θυμός,thoo-mos',"fierceness, indignation, wrath"
G2373,θυμόω,tho-mo'-o,be wroth
G2374,θύρα,thoo'-rah,"door, gate"
G2375,θυρεός,thoo-reh-os',shield
G2376,θυρίς,thoo-rece',window
G2377,θυρωρός,thoo-ro-ros',"that kept the door, porter"
G2378,θυσία,thoo-see'-ah,sacrifice
G2379,θυσιαστήριον,thoo-see-as-tay'-ree-on,altar
G2380,θύω,thoo'-o,"kill, (do) sacrifice, slay"
G2381,Θωμᾶς,tho-mas',Thomas
G2382,θώραξ,tho'-rax,breast-plate
G2383,Ἰάειρος,ee-ah'-i-ros,Jairus
G2384,Ἰακώβ,ee-ak-obe',Jacob
G2385,Ἰάκωβος,ee-ak'-o-bos,James
G2386,ἴαμα,ee'-am-ah,healing
G2387,Ἰαμβρῆς,ee-am-brace',Jambres
G2388,Ἰαννά,ee-an-nah',Janna
G2389,Ἰαννῆς,ee-an-nace',Jannes
G2390,ἰάομαι,ee-ah'-om-ahee,"heal, make whole"
G2391,Ἰάρεδ,ee-ar'-ed,Jared
G2392,ἴασις,ee'-as-is,"cure, heal(-ing)"
G2393,ἴασπις,ee'-as-pis,jasper
G2394,Ἰάσων,ee-as'-oan,Jason
G2395,ἰατρός,ee-at-ros',physician
G2396,ἴδε,id'-eh,"behold, lo, see"
G2397,ἰδέα,id-eh'-ah,countenance
G2398,ἴδιος,id'-ee-os,"X his acquaintance, when they were alone, apart, aside, due, his (own, proper, several), home, (her, our, thine, your) own (business), private(-ly), proper, severally, their (own)"
